Value,Count,LBA,LF,VALUE_1,DIST_YEAR,DIST_TYPE,TYPE_CONFIDENCE,SEVERITY,SOURCE1,SOURCE2,SOURCE3,SOURCE4,DESCRIPTION
50,22276,9999,741,741,2011,Thinning,Medium,Low,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
51,81862,1,1133,1133,2011,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
52,406733,1,1131,1131,2011,Unknown,N/A,Low,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
53,101482,1,1132,1132,2011,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
54,1066741,9999,961,961,2011,Other Mechanical,High,Low,Refresh Events,,,,"Within Other Mechanical Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
55,627531,9999,461,461,2011,Other Mechanical,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
56,28666,9999,761,761,2011,Other Mechanical,Medium,Low,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
57,49380,9999,442,442,2011,Thinning,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
58,74492,9999,771,771,2011,Wildfire,Medium,Low,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
59,5070255,9999,11,11,2011,Wildfire,High,Unburned/Low,MTBS,,,,MTBS mapped wildfire.
60,7667401,9999,12,12,2011,Wildfire,High,Low,MTBS,,,,MTBS mapped wildfire.
61,535745,9999,31,31,2011,Wildfire,High,Unburned/Low,RAVG,,,,RAVG mapped wildfire.
62,8566,9999,32,32,2011,Wildfire,High,Low,RAVG,,,,RAVG mapped wildfire.
63,385395,9999,13,13,2011,Wildfire,High,Medium,MTBS,,,,MTBS mapped wildfire.
64,6231781,1,13,13,2011,Wildfire,High,Medium,MTBS,,,,MTBS mapped wildfire.
65,21474452,1,12,12,2011,Wildfire,High,Low,MTBS,,,,MTBS mapped wildfire.
66,6690,1,31,31,2011,Wildfire,High,Unburned/Low,RAVG,,,,RAVG mapped wildfire.
67,62858,9999,14,14,2011,Wildfire,High,High,MTBS,,,,MTBS mapped wildfire.
68,1534097,1,14,14,2011,Wildfire,High,High,MTBS,,,,MTBS mapped wildfire.
69,12326,9999,772,772,2011,Wildfire,Medium,Medium,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
70,1291070,9999,471,471,2011,Wildfire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
71,1210194,9999,971,971,2011,Wildfire,High,Low,Refresh Events,,,,"Within Wildfire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
72,1663104,1,11,11,2011,Wildfire,High,Unburned/Low,MTBS,,,,MTBS mapped wildfire.
73,330217,1,113,113,2011,Wildfire,High,Medium,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
74,417393,1,112,112,2011,Wildfire,High,Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
75,351501,9999,112,112,2011,Wildfire,High,Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
76,40038,9999,113,113,2011,Wildfire,High,Medium,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
77,184782,9999,111,111,2011,Wildfire,High,Unburned/Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
78,245718,1,114,114,2011,Wildfire,High,High,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
79,11625,9999,114,114,2011,Wildfire,High,High,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
80,92660,9999,15,15,2011,Wildfire,High,Increased Green,MTBS,,,,MTBS mapped wildfire.
81,94786,1,111,111,2011,Wildfire,High,Unburned/Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
82,5749,9999,763,763,2011,Other Mechanical,Medium,High,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
83,125839,9999,431,431,2011,Harvest,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
84,18062,9999,432,432,2011,Harvest,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
85,247683,9999,931,931,2011,Harvest,High,Low,Refresh Events,,,,"Within Harvest Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
86,12489,9999,433,433,2011,Harvest,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
87,5855,9999,762,762,2011,Other Mechanical,Medium,Medium,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
88,31568,9999,463,463,2011,Other Mechanical,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
89,1981,9999,732,732,2011,Harvest,Medium,Medium,Refresh Events,dNBR,,,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
90,42043,9999,443,443,2011,Thinning,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
91,46925,9999,462,462,2011,Other Mechanical,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
92,1834837,9999,991,991,2011,Prescribed Fire,High,Low,Refresh Events,,,,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
93,859137,9999,491,491,2011,Prescribed Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
94,58277,9999,492,492,2011,Prescribed Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
95,22102,9999,801,801,2011,Wildland Fire,Medium,Low,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
96,20695,9999,791,791,2011,Prescribed Fire,Medium,Low,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
97,99158,1,971,971,2011,Wildfire,High,Low,Refresh Events,,,,"Within Wildfire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
98,213078,1,491,491,2011,Prescribed Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
99,161677,1,991,991,2011,Prescribed Fire,High,Low,Refresh Events,,,,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
100,30226,1,492,492,2011,Prescribed Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
101,38207,1,493,493,2011,Prescribed Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
102,39595,9999,493,493,2011,Prescribed Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
103,2289,1,961,961,2011,Other Mechanical,High,Low,Refresh Events,,,,"Within Other Mechanical Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
104,7419,1,461,461,2011,Other Mechanical,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
105,4387,9999,792,792,2011,Prescribed Fire,Medium,Medium,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
106,4427,9999,793,793,2011,Prescribed Fire,Medium,High,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
107,117840,1,501,501,2011,Wildland Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
108,53628,1,502,502,2011,Wildland Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
109,77273,1,503,503,2011,Wildland Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
110,22132,1,1001,1001,2011,Wildland Fire,High,Low,Refresh Events,,,,"Within Wildland Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
111,5401,9999,742,742,2011,Thinning,Medium,Medium,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
112,15412,1,771,771,2011,Wildfire,Medium,Low,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
113,475541,1,471,471,2011,Wildfire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
114,9751,1,702,702,2011,Unknown,N/A,Medium,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints."
115,53533,1,701,701,2011,Unknown,N/A,Low,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints."
116,11820,1,703,703,2011,Unknown,N/A,High,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints."
117,6598,9999,731,731,2011,Harvest,Medium,Low,Refresh Events,dNBR,,,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
118,1079,9999,753,753,2011,Mastication,Medium,High,Refresh Events,dNBR,,,"Mastication causality likely, but could be other causality type than assigned (MIICA pixels within Mastication Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
119,186611,1,472,472,2011,Wildfire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
120,277743,1,473,473,2011,Wildfire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
121,85431,9999,473,473,2011,Wildfire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
122,132356,9999,472,472,2011,Wildfire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
123,4281,1,773,773,2011,Wildfire,Medium,High,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
124,6124,1,772,772,2011,Wildfire,Medium,Medium,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
125,5739,9999,802,802,2011,Wildland Fire,Medium,Medium,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
126,5874,9999,743,743,2011,Thinning,Medium,High,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
127,1758,9999,733,733,2011,Harvest,Medium,High,Refresh Events,dNBR,,,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
128,1245,1,941,941,2011,Thinning,High,Low,Refresh Events,,,,"Within Thinning Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
129,2045,1,462,462,2011,Other Mechanical,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
130,1463,1,431,431,2011,Harvest,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
131,85,1,432,432,2011,Harvest,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
132,63,1,433,433,2011,Harvest,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
133,2,1,731,731,2011,Harvest,Medium,Low,Refresh Events,dNBR,,,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
134,39314,9999,1081,1081,2011,Biological,Medium,Low,Refresh Events,,,,"Within Biological Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
135,60177,1,1121,1121,2011,Unknown,N/A,Low,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
136,23784,1,1122,1122,2011,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
137,24285,1,1123,1123,2011,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
138,9899,9999,773,773,2011,Wildfire,Medium,High,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
139,810,1,801,801,2011,Wildland Fire,Medium,Low,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
140,3051,9999,115,115,2011,Wildfire,High,Increased Green,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
141,112553,9999,1041,1041,2011,Insects,Medium,Low,Refresh Events,,,,"Within Insects Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
142,54622,9999,421,421,2011,Clearcut,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
143,9861,9999,422,422,2011,Clearcut,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
144,18538,9999,423,423,2011,Clearcut,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
145,4138,9999,721,721,2011,Clearcut,Medium,Low,Refresh Events,dNBR,,,"Clearcut causality likely, but could be other causality type than assigned (MIICA pixels within Clearcut Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
