Value,Count,LBA,LF,VALUE_1,DIST_YEAR,DIST_TYPE,TYPE_CONFIDENCE,SEVERITY,SOURCE1,SOURCE2,SOURCE3,SOURCE4,DESCRIPTION
38,1934125,1,971,971,2020,Wildfire,High,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Wildfire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
39,12216,1,16,16,2020,Water,High,NA,LANDFIRE Water Mask,NA,NA,NA,Water body or other non-mappable land cover type.
40,713744,1,-9999,-9999,2020,Fill-NoData,NA,NA,NA,NA,NA,NA,NA
41,3311319,9999,961,961,2020,Other Mechanical,High,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Other Mechanical LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
42,1296714,9999,941,941,2020,Thinning,High,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Thinning LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
43,186378,9999,461,461,2020,Other Mechanical,High,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.
44,58318,9999,462,462,2020,Other Mechanical,High,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.
45,29512,1,1123,1123,2020,Unknown,NA,High,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),Burned Area Essential Climate Product,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
46,30879,1,1122,1122,2020,Unknown,NA,Medium,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),Burned Area Essential Climate Product,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
47,136548,1,1121,1121,2020,Unknown,NA,Low,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),Burned Area Essential Climate Product,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
48,46487,9999,463,463,2020,Other Mechanical,High,High,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.
49,29600,9999,791,791,2020,Prescribed Fire,Medium,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Prescribed Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Prescribed Fire LANDFIRE Events Geodatabase 500 m buffer). "
50,4388,1,702,702,2020,Unknown,NA,Medium,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4). "
51,17466,1,701,701,2020,Unknown,NA,Low,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4). "
52,6962,1,703,703,2020,Unknown,NA,High,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4). "
53,3265152,9999,991,991,2020,Prescribed Fire,High,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Prescribed Fire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
54,13052,9999,793,793,2020,Prescribed Fire,Medium,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Prescribed Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Prescribed Fire LANDFIRE Events Geodatabase 500 m buffer). "
55,8784,9999,792,792,2020,Prescribed Fire,Medium,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Prescribed Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Prescribed Fire LANDFIRE Events Geodatabase 500 m buffer). "
56,915323,9999,31,31,2020,Fire,High,Unburned/Low,RAVG,NA,NA,NA,RAVG mapped fire.
57,59380,9999,32,32,2020,Fire,High,Low,RAVG,NA,NA,NA,RAVG mapped fire.
58,29988,9999,33,33,2020,Fire,High,Medium,RAVG,NA,NA,NA,RAVG mapped fire.
59,3411,9999,231,231,2020,Fire,High,Unburned/Low,Focal Majority,RAVG,NA,NA,RAVG gap (value = 9) filled with 13x13 focal majority matrix.
60,141613,1,32,32,2020,Fire,High,Low,RAVG,NA,NA,NA,RAVG mapped fire.
61,1137801,1,34,34,2020,Fire,High,High,RAVG,NA,NA,NA,RAVG mapped fire.
62,258708,1,31,31,2020,Fire,High,Unburned/Low,RAVG,NA,NA,NA,RAVG mapped fire.
63,157491,1,33,33,2020,Fire,High,Medium,RAVG,NA,NA,NA,RAVG mapped fire.
64,62273,9999,34,34,2020,Fire,High,High,RAVG,NA,NA,NA,RAVG mapped fire.
65,115331,1,1132,1132,2020,Unknown,NA,Medium,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),Burned Area Essential Climate Product,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
66,119199,1,1133,1133,2020,Unknown,NA,High,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),Burned Area Essential Climate Product,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
67,542215,1,1131,1131,2020,Unknown,NA,Low,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),Burned Area Essential Climate Product,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
68,13730,9999,763,763,2020,Other Mechanical,Medium,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Other Mechanical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer). "
69,10581,9999,762,762,2020,Other Mechanical,Medium,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Other Mechanical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer). "
70,38849,9999,761,761,2020,Other Mechanical,Medium,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Other Mechanical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer). "
71,3703801,9999,11,11,2020,Fire,High,Unburned/Low,MTBS,NA,NA,NA,MTBS mapped fire.
72,7730238,9999,12,12,2020,Fire,High,Low,MTBS,NA,NA,NA,MTBS mapped fire.
73,13689991,1,12,12,2020,Fire,High,Low,MTBS,NA,NA,NA,MTBS mapped fire.
74,6058379,1,13,13,2020,Fire,High,Medium,MTBS,NA,NA,NA,MTBS mapped fire.
75,1084508,9999,13,13,2020,Fire,High,Medium,MTBS,NA,NA,NA,MTBS mapped fire.
76,130777,9999,15,15,2020,Fire,High,Increased Green,MTBS,NA,NA,NA,MTBS mapped fire.
77,4178528,1,14,14,2020,Fire,High,High,MTBS,NA,NA,NA,MTBS mapped fire.
78,585471,1,11,11,2020,Fire,High,Unburned/Low,MTBS,NA,NA,NA,MTBS mapped fire.
79,930812,9999,14,14,2020,Fire,High,High,MTBS,NA,NA,NA,MTBS mapped fire.
80,93574,9999,491,491,2020,Prescribed Fire,High,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.
81,149507,9999,441,441,2020,Thinning,High,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.
82,72037,1,112,112,2020,Fire,High,Low,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
83,52107,1,113,113,2020,Fire,High,Medium,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
84,122577,9999,112,112,2020,Fire,High,Low,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
85,80360,9999,113,113,2020,Fire,High,Medium,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
86,16493,9999,114,114,2020,Fire,High,High,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
87,11498,1,114,114,2020,Fire,High,High,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
88,73544,9999,111,111,2020,Fire,High,Unburned/Low,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
89,13169,1,111,111,2020,Fire,High,Unburned/Low,Decision Tree Modeled,MTBS,NA,NA,MTBS gap (value = 6) filled with See5 classified output.
90,17787,1,15,15,2020,Fire,High,Increased Green,MTBS,NA,NA,NA,MTBS mapped fire.
91,20831,1,771,771,2020,Wildfire,Medium,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Wildfire causality likely, (although other but could be other causality type than assigned (Image-based change detection pixels within Wildfire LANDFIRE Events Geodatabase 500 m buffer). "
92,461926,1,471,471,2020,Wildfire,High,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.
93,374209,1,472,472,2020,Wildfire,High,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.
94,5341,1,772,772,2020,Wildfire,Medium,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Wildfire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildfire LANDFIRE Events Geodatabase 500 m buffer). "
95,1271724,1,473,473,2020,Wildfire,High,High,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.
96,10033,1,773,773,2020,Wildfire,Medium,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Wildfire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildfire LANDFIRE Events Geodatabase 500 m buffer). "
97,5829,1,1041,1041,2020,Insects,Medium,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Insects LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
98,63813,9999,443,443,2020,Thinning,High,High,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.
99,55922,9999,442,442,2020,Thinning,High,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.
100,43795,9999,741,741,2020,Thinning,Medium,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Thinning causality likely, but could be other causality type than assigned (Image-based change detection pixels within Thinning LANDFIRE Events Geodatabase 500 m buffer). "
101,13945,9999,742,742,2020,Thinning,Medium,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Thinning causality likely, but could be other causality type than assigned (Image-based change detection pixels within Thinning LANDFIRE Events Geodatabase 500 m buffer). "
102,15075,9999,743,743,2020,Thinning,Medium,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Thinning causality likely, but could be other causality type than assigned (Image-based change detection pixels within Thinning LANDFIRE Events Geodatabase 500 m buffer). "
103,9387,9999,842,842,2020,Insects,Low,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Insects causality likely, but could be other causality type than assigned (Image-based change detection pixels within Insects LANDFIRE Events Geodatabase 500 m buffer). "
104,27805,9999,492,492,2020,Prescribed Fire,High,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.
105,22484,9999,493,493,2020,Prescribed Fire,High,High,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.
106,198032,9999,931,931,2020,Harvest,High,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Harvest LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
107,27071,9999,432,432,2020,Harvest,High,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Harvest LANDFIRE Events Geodatabase polygon.
108,49410,9999,431,431,2020,Harvest,High,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Harvest LANDFIRE Events Geodatabase polygon.
109,20654,9999,731,731,2020,Harvest,Medium,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Harvest causality likely, but could be other causality type than assigned (Image-based change detection pixels within Harvest LANDFIRE Events Geodatabase 500 m buffer). "
110,6720,9999,732,732,2020,Harvest,Medium,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Harvest causality likely, but could be other causality type than assigned (Image-based change detection pixels within Harvest LANDFIRE Events Geodatabase 500 m buffer). "
111,43193,9999,433,433,2020,Harvest,High,High,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Harvest LANDFIRE Events Geodatabase polygon.
112,251613,9999,1031,1031,2020,Chemical,Medium,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Chemical LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
113,3995,9999,532,532,2020,Chemical,Medium,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Chemical LANDFIRE Events Geodatabase polygon.
114,2832,9999,831,831,2020,Chemical,Low,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Chemical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Chemical LANDFIRE Events Geodatabase 500 m buffer). "
115,636,9999,833,833,2020,Chemical,Low,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Chemical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Chemical LANDFIRE Events Geodatabase 500 m buffer). "
116,779,9999,832,832,2020,Chemical,Low,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Chemical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Chemical LANDFIRE Events Geodatabase 500 m buffer). "
117,6442,9999,531,531,2020,Chemical,Medium,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Chemical LANDFIRE Events Geodatabase polygon.
118,8067,9999,733,733,2020,Harvest,Medium,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Harvest causality likely, but could be other causality type than assigned (Image-based change detection pixels within Harvest LANDFIRE Events Geodatabase 500 m buffer). "
119,932704,9999,1071,1071,2020,Herbicide,Medium,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Herbicide LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
120,2368,9999,872,872,2020,Herbicide,Low,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Herbicide causality likely, but could be other causality type than assigned (Image-based change detection pixels within Herbicide LANDFIRE Events Geodatabase 500 m buffer). "
121,2671,9999,873,873,2020,Herbicide,Low,High,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Herbicide causality likely, but could be other causality type than assigned (Image-based change detection pixels within Herbicide LANDFIRE Events Geodatabase 500 m buffer). "
122,6496,9999,871,871,2020,Herbicide,Low,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Herbicide causality likely, but could be other causality type than assigned (Image-based change detection pixels within Herbicide LANDFIRE Events Geodatabase 500 m buffer). "
123,3035,9999,572,572,2020,Herbicide,Medium,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Herbicide LANDFIRE Events Geodatabase polygon.
124,1858,9999,573,573,2020,Herbicide,Medium,High,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Herbicide LANDFIRE Events Geodatabase polygon.
125,9577,9999,571,571,2020,Herbicide,Medium,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Herbicide LANDFIRE Events Geodatabase polygon.
126,904,1,1031,1031,2020,Chemical,Medium,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Chemical LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
127,8857,9999,721,721,2020,Clearcut,Medium,Low,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Clearcut causality likely, but could be other causality type than assigned (Image-based change detection pixels within Clearcut LANDFIRE Events Geodatabase 500 m buffer). "
128,22462,9999,421,421,2020,Clearcut,High,Low,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Clearcut LANDFIRE Events Geodatabase polygon.
129,84747,9999,921,921,2020,Clearcut,High,Low,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,NA,Clearcut LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.
130,12940,9999,422,422,2020,Clearcut,High,Medium,LANDFIRE Events Geodatabase,Image-based change detection,dNBR (Std Dev Breaks),NA,Image-based change detection identified disturbance within Clearcut LANDFIRE Events Geodatabase polygon.
131,4058,9999,722,722,2020,Clearcut,Medium,Medium,Image-based change detection,LANDFIRE Events Geodatabase,dNBR (Std Dev Breaks),NA,"Clearcut causality likely, but could be other causality type than assigned (Image-based change detection pixels within Clearcut LANDFIRE Events Geodatabase 500 m buffer). "
132,52906,1,1103,1103,2020,Unknown,NA,High,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0)."
