Value,Count,LBA,LF,VALUE_1,DIST_YEAR,DIST_TYPE,TYPE_CONFIDENCE,SEVERITY,SOURCE1,SOURCE2,SOURCE3,SOURCE4,DESCRIPTION
18,34779,9999,603,603,2012,Unknown,N/A,High,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints."
19,170410,9999,1133,1133,2012,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
20,183759,9999,1132,1132,2012,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
21,1440128,1,-9999,,2012,,,,,,,,
22,39714,9999,602,602,2012,Unknown,N/A,Medium,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints."
23,119649,9999,1081,1081,2012,Biological,Medium,Low,Refresh Events,,,,"Within Biological Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
24,2358,9999,582,582,2012,Biological,Medium,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Biological Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
25,4591865,9999,1071,1071,2012,Herbicide,Medium,Low,Refresh Events,,,,"Within Herbicide Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
26,38069,9999,571,571,2012,Herbicide,Medium,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
27,27426,9999,871,871,2012,Herbicide,Low,Low,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
28,7969,9999,572,572,2012,Herbicide,Medium,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
29,6287,9999,872,872,2012,Herbicide,Low,Medium,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
30,2958,9999,573,573,2012,Herbicide,Medium,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
31,255406,9999,1121,1121,2012,Unknown,N/A,Low,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
32,31347,9999,1122,1122,2012,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
33,27452,9999,1123,1123,2012,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
34,386586,1,1131,1131,2012,Unknown,N/A,Low,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
35,72013,1,1132,1132,2012,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
36,94642,1,1133,1133,2012,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Within SMARTFire buffered (2500m) point."
37,15668,1,1122,1122,2012,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
38,20550,1,1123,1123,2012,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
39,85261,1,1121,1121,2012,Unknown,N/A,Low,MIICA,PAD,dNBR,SMARTFire,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).  Within SMARTFire buffered (2500m) point."
40,1481364,9999,961,961,2012,Other Mechanical,High,Low,Refresh Events,,,,"Within Other Mechanical Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
41,577184,9999,461,461,2012,Other Mechanical,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
42,292403,9999,441,441,2012,Thinning,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
43,679705,9999,941,941,2012,Thinning,High,Low,Refresh Events,,,,"Within Thinning Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
44,27922,9999,442,442,2012,Thinning,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
45,211928,9999,931,931,2012,Harvest,High,Low,Refresh Events,,,,"Within Harvest Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
46,136369,9999,431,431,2012,Harvest,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
47,1069400,9999,1031,1031,2012,Chemical,Medium,Low,Refresh Events,,,,"Within Chemical Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
48,12139,9999,531,531,2012,Chemical,Medium,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
49,2053,9999,532,532,2012,Chemical,Medium,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
50,53331,9999,472,472,2012,Wildfire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
51,1010075,9999,971,971,2012,Wildfire,High,Low,Refresh Events,,,,"Within Wildfire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
52,42647,9999,473,473,2012,Wildfire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
53,632140,9999,471,471,2012,Wildfire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
54,18180,9999,443,443,2012,Thinning,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
55,2322,9999,803,803,2012,Wildland Fire,Medium,High,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
56,174192,9999,1001,1001,2012,Wildland Fire,High,Low,Refresh Events,,,,"Within Wildland Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
57,183081,9999,501,501,2012,Wildland Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
58,19720,9999,502,502,2012,Wildland Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
59,12425,9999,503,503,2012,Wildland Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
60,19533,1,503,503,2012,Wildland Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
61,19717,1,502,502,2012,Wildland Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
62,78600,1,501,501,2012,Wildland Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
63,3351,9999,873,873,2012,Herbicide,Low,High,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
64,14827,9999,741,741,2012,Thinning,Medium,Low,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
65,2317,9999,743,743,2012,Thinning,Medium,High,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
66,344838,9999,31,31,2012,Wildfire,High,Unburned/Low,RAVG,,,,RAVG mapped wildfire.
67,71723,9999,231,231,2012,Wildfire,High,Unburned/Low,Focal Majority,RAVG,,,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output."
68,4097931,9999,11,11,2012,Wildfire,High,Unburned/Low,MTBS,,,,MTBS mapped wildfire.
69,608216,9999,13,13,2012,Wildfire,High,Medium,MTBS,,,,MTBS mapped wildfire.
70,4379989,9999,12,12,2012,Wildfire,High,Low,MTBS,,,,MTBS mapped wildfire.
71,149379,9999,14,14,2012,Wildfire,High,High,MTBS,,,,MTBS mapped wildfire.
72,83148,9999,15,15,2012,Wildfire,High,Increased Green,MTBS,,,,MTBS mapped wildfire.
73,4466,9999,234,234,2012,Wildfire,High,High,Focal Majority,RAVG,,,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output."
74,6124450,1,13,13,2012,Wildfire,High,Medium,MTBS,,,,MTBS mapped wildfire.
75,2710704,1,14,14,2012,Wildfire,High,High,MTBS,,,,MTBS mapped wildfire.
76,14207531,1,12,12,2012,Wildfire,High,Low,MTBS,,,,MTBS mapped wildfire.
77,2145376,1,11,11,2012,Wildfire,High,Unburned/Low,MTBS,,,,MTBS mapped wildfire.
78,6268,9999,34,34,2012,Wildfire,High,High,RAVG,,,,RAVG mapped wildfire.
79,8577,9999,32,32,2012,Wildfire,High,Low,RAVG,,,,RAVG mapped wildfire.
80,3436,9999,33,33,2012,Wildfire,High,Medium,RAVG,,,,RAVG mapped wildfire.
81,129196,9999,771,771,2012,Wildfire,Medium,Low,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
82,40496,1,31,31,2012,Wildfire,High,Unburned/Low,RAVG,,,,RAVG mapped wildfire.
83,1455,9999,232,232,2012,Wildfire,High,Low,Focal Majority,RAVG,,,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output."
84,541866,9999,112,112,2012,Wildfire,High,Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
85,6807,9999,114,114,2012,Wildfire,High,High,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
86,411940,9999,111,111,2012,Wildfire,High,Unburned/Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
87,61139,9999,113,113,2012,Wildfire,High,Medium,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
88,185562,1,114,114,2012,Wildfire,High,High,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
89,53899,1,15,15,2012,Wildfire,High,Increased Green,MTBS,,,,MTBS mapped wildfire.
90,169914,1,111,111,2012,Wildfire,High,Unburned/Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
91,2355845,1,112,112,2012,Wildfire,High,Low,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
92,858873,1,113,113,2012,Wildfire,High,Medium,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
93,3429520,9999,991,991,2012,Prescribed Fire,High,Low,Refresh Events,,,,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
94,1210011,9999,491,491,2012,Prescribed Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
95,88592,9999,492,492,2012,Prescribed Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
96,33622,9999,791,791,2012,Prescribed Fire,Medium,Low,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
97,632213,1,1111,1111,2012,Unknown,N/A,Low,MIICA,PAD,dNBR,SMARTFire,"MIICA detected change, but outside Refresh Event 500 m buffer, PAD equals 0).  Within SMARTFire buffered (2500m) point."
98,313932,1,1113,1113,2012,Unknown,N/A,High,MIICA,PAD,dNBR,SMARTFire,"MIICA detected change, but outside Refresh Event 500 m buffer, PAD equals 0).  Within SMARTFire buffered (2500m) point."
99,198001,1,1112,1112,2012,Unknown,N/A,Medium,MIICA,PAD,dNBR,SMARTFire,"MIICA detected change, but outside Refresh Event 500 m buffer, PAD equals 0).  Within SMARTFire buffered (2500m) point."
100,5562,9999,762,762,2012,Other Mechanical,Medium,Medium,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
101,7145,9999,772,772,2012,Wildfire,Medium,Medium,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
102,97641,1,971,971,2012,Wildfire,High,Low,Refresh Events,,,,"Within Wildfire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
103,406379,1,471,471,2012,Wildfire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
104,45644,9999,493,493,2012,Prescribed Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
105,4745,9999,773,773,2012,Wildfire,Medium,High,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
106,57385,9999,451,451,2012,Mastication,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
107,141224,9999,951,951,2012,Mastication,High,Low,Refresh Events,,,,"Within Mastication Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
108,52820,9999,462,462,2012,Other Mechanical,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
109,7075,9999,751,751,2012,Mastication,Medium,Low,Refresh Events,dNBR,,,"Mastication causality likely, but could be other causality type than assigned (MIICA pixels within Mastication Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
110,2602,9999,452,452,2012,Mastication,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
111,2955,1,33,33,2012,Wildfire,High,Medium,RAVG,,,,RAVG mapped wildfire.
112,5421,1,32,32,2012,Wildfire,High,Low,RAVG,,,,RAVG mapped wildfire.
113,5950,1,34,34,2012,Wildfire,High,High,RAVG,,,,RAVG mapped wildfire.
114,115881,1,991,991,2012,Prescribed Fire,High,Low,Refresh Events,,,,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
115,180058,1,491,491,2012,Prescribed Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
116,32434,9999,463,463,2012,Other Mechanical,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
117,26869,9999,761,761,2012,Other Mechanical,Medium,Low,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
118,3929,9999,763,763,2012,Other Mechanical,Medium,High,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
119,5982,9999,792,792,2012,Prescribed Fire,Medium,Medium,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
120,3785,9999,742,742,2012,Thinning,Medium,Medium,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
121,7188,9999,731,731,2012,Harvest,Medium,Low,Refresh Events,dNBR,,,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
122,19420,9999,432,432,2012,Harvest,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
123,8024,9999,433,433,2012,Harvest,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
124,67122,9999,921,921,2012,Clearcut,High,Low,Refresh Events,,,,"Within Clearcut Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
125,49876,9999,421,421,2012,Clearcut,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
126,10103,9999,422,422,2012,Clearcut,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
127,12471,9999,423,423,2012,Clearcut,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
128,4736,9999,115,115,2012,Wildfire,High,Increased Green,Decision Tree Modeled,MTBS,,,MTBS gap (value = 6) filled with See5 output.
129,505,1,16,16,2012,Wildfire,High,NA,MTBS,NA,NA,NA,MTBS mapped water body or other non-mappable land cover type located inside of a fire perimeter.
130,7628,9999,16,16,2012,Wildfire,High,NA,MTBS,NA,NA,NA,MTBS mapped water body or other non-mappable land cover type located inside of a fire perimeter.
131,128189,1,473,473,2012,Wildfire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
132,97898,1,472,472,2012,Wildfire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
133,761,9999,453,453,2012,Mastication,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
134,498,9999,752,752,2012,Mastication,Medium,Medium,Refresh Events,dNBR,,,"Mastication causality likely, but could be other causality type than assigned (MIICA pixels within Mastication Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
135,159,9999,753,753,2012,Mastication,Medium,High,Refresh Events,dNBR,,,"Mastication causality likely, but could be other causality type than assigned (MIICA pixels within Mastication Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
136,6626,9999,831,831,2012,Chemical,Low,Low,Refresh Events,MIICA,dNBR,,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
137,2050,9999,832,832,2012,Chemical,Low,Medium,Refresh Events,MIICA,dNBR,,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
138,1329,9999,533,533,2012,Chemical,Medium,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
139,1117,9999,833,833,2012,Chemical,Low,High,Refresh Events,MIICA,dNBR,,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
140,43456,1,492,492,2012,Prescribed Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
141,6190,1,961,961,2012,Other Mechanical,High,Low,Refresh Events,,,,"Within Other Mechanical Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
142,12901,1,461,461,2012,Other Mechanical,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
143,2366,1,462,462,2012,Other Mechanical,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
144,1519,1,463,463,2012,Other Mechanical,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
145,4401,1,1071,1071,2012,Herbicide,Medium,Low,Refresh Events,,,,"Within Herbicide Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
146,478,1,571,571,2012,Herbicide,Medium,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
147,2954,1,791,791,2012,Prescribed Fire,Medium,Low,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
148,4231,9999,581,581,2012,Biological,Medium,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Biological Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
149,829,9999,583,583,2012,Biological,Medium,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Biological Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
150,24601,1,1001,1001,2012,Wildland Fire,High,Low,Refresh Events,,,,"Within Wildland Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
