Value,Count,LBA,LF,VALUE_1,DIST_YEAR,DIST_TYPE,TYPE_CONFIDENCE,SEVERITY,SOURCE1,SOURCE2,SOURCE3,SOURCE4,DESCRIPTION
31,16214,9999,763,763,2013,Other Mechanical,Medium,High,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
32,1801,9999,833,833,2013,Chemical,Low,High,Refresh Events,MIICA,dNBR,,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
33,38479,1,1132,1132,2013,Unknown/Possibly Fire,N/A,Medium,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
34,217571,1,1131,1131,2013,Unknown/Possibly Fire,N/A,Low,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
35,52898,1,1133,1133,2013,Unknown/Possibly Fire,N/A,High,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
36,35746,9999,1133,1133,2013,Unknown/Possibly Fire,N/A,High,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
37,135963,9999,1131,1131,2013,Unknown/Possibly Fire,N/A,Low,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
38,24094,1,703,703,2013,Unknown,N/A,High,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints.  Burned Area Essential Climate Variable (BAECV) below burn/no burn threshold (95%)."
39,203790,9999,471,471,2013,Wildfire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
40,172040,9999,971,971,2013,Wildfire,High,Low,Refresh Events,,,,"Within Wildfire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
41,24872,9999,473,473,2013,Wildfire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
42,22082,9999,472,472,2013,Wildfire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
43,111422,1,471,471,2013,Wildfire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
44,5172,9999,771,771,2013,Wildfire,Medium,Low,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
45,1313,9999,772,772,2013,Wildfire,Medium,Medium,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
46,71210,1,473,473,2013,Wildfire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
47,40051,1,472,472,2013,Wildfire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
48,18723,1,971,971,2013,Wildfire,High,Low,Refresh Events,,,,"Within Wildfire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
49,1157,9999,773,773,2013,Wildfire,Medium,High,Refresh Events,dNBR,,,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
50,196391,9999,1001,1001,2013,Wildland Fire,High,Low,Refresh Events,,,,"Within Wildland Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
51,6679409,9999,1071,1071,2013,Herbicide,Medium,Low,Refresh Events,,,,"Within Herbicide Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
52,12525,9999,571,571,2013,Herbicide,Medium,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
53,23629,9999,871,871,2013,Herbicide,Low,Low,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
54,211347,9999,451,451,2013,Mastication,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
55,324651,9999,951,951,2013,Mastication,High,Low,Refresh Events,,,,"Within Mastication Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
56,424385,9999,441,441,2013,Thinning,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
57,494704,9999,941,941,2013,Thinning,High,Low,Refresh Events,,,,"Within Thinning Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
58,55199,9999,442,442,2013,Thinning,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
59,61977,9999,443,443,2013,Thinning,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
60,14532,9999,741,741,2013,Thinning,Medium,Low,Refresh Events,dNBR,,,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
61,15426,9999,762,762,2013,Other Mechanical,Medium,Medium,Refresh Events,dNBR,,,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
62,187591,9999,463,463,2013,Other Mechanical,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
63,19241,1,702,702,2013,Unknown,N/A,Medium,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints.  Burned Area Essential Climate Variable (BAECV) below burn/no burn threshold (95%)."
64,39797,1,701,701,2013,Unknown,N/A,Low,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints.  Burned Area Essential Climate Variable (BAECV) below burn/no burn threshold (95%)."
65,3374,1,1031,1031,2013,Chemical,Medium,Low,Refresh Events,,,,"Within Chemical Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
66,19385,9999,1132,1132,2013,Unknown/Possibly Fire,N/A,Medium,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
67,17772,1,601,601,2013,Unknown,N/A,Low,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality not expected (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints.  Burned Area Essential Climate Variable (BAECV) below burn/no burn threshold (95%)."
68,5373,1,603,603,2013,Unknown,N/A,High,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality not expected (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints.  Burned Area Essential Climate Variable (BAECV) below burn/no burn threshold (95%)."
69,5456,1,602,602,2013,Unknown,N/A,Medium,MIICA,PAD,dNBR,,"MIICA identified disturbance.  Anthropogenic causality not expected (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints.  Burned Area Essential Climate Variable (BAECV) below burn/no burn threshold (95%)."
70,66360,1,1121,1121,2013,Unknown/Possibly Fire,N/A,Low,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
71,15549,1,1123,1123,2013,Unknown/Possibly Fire,N/A,High,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
72,12831,1,1122,1122,2013,Unknown/Possibly Fire,N/A,Medium,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
73,30098,9999,1121,1121,2013,Unknown/Possibly Fire,N/A,Low,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
74,7422,9999,1122,1122,2013,Unknown/Possibly Fire,N/A,Medium,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
75,15209,9999,1123,1123,2013,Unknown/Possibly Fire,N/A,High,MIICA,PAD,dNBR,BAECV,"Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%)."
76,3374675,9999,991,991,2013,Prescribed Fire,High,Low,Refresh Events,,,,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
77,1461851,9999,491,491,2013,Prescribed Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
78,124104,9999,492,492,2013,Prescribed Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
79,85036,9999,493,493,2013,Prescribed Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
80,169270,9999,501,501,2013,Wildland Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
81,11430,9999,503,503,2013,Wildland Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
82,14024,9999,502,502,2013,Wildland Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
83,2542,9999,573,573,2013,Herbicide,Medium,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
84,516,1,872,872,2013,Herbicide,Low,Medium,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
85,1256,1,873,873,2013,Herbicide,Low,High,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
86,7808,9999,872,872,2013,Herbicide,Low,Medium,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
87,25897,1,1071,1071,2013,Herbicide,Medium,Low,Refresh Events,,,,"Within Herbicide Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low."
88,28339,9999,791,791,2013,Prescribed Fire,Medium,Low,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
89,216910,1,491,491,2013,Prescribed Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
90,8152,9999,792,792,2013,Prescribed Fire,Medium,Medium,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
91,210790,1,991,991,2013,Prescribed Fire,High,Low,Refresh Events,,,,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
92,3718,1,791,791,2013,Prescribed Fire,Medium,Low,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
93,37815,1,492,492,2013,Prescribed Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
94,3499,9999,572,572,2013,Herbicide,Medium,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
95,11953,9999,793,793,2013,Prescribed Fire,Medium,High,Refresh Events,dNBR,,,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
96,6687,9999,873,873,2013,Herbicide,Low,High,Refresh Events,MIICA,dNBR,,"Herbicide causality likely, but could be other causality type than assigned (MIICA pixels within Herbicide Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
97,18995,1,461,461,2013,Other Mechanical,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
98,5106,1,462,462,2013,Other Mechanical,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
99,6009,1,961,961,2013,Other Mechanical,High,Low,Refresh Events,,,,"Within Other Mechanical Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
100,71516,1,501,501,2013,Wildland Fire,High,Low,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
101,26163,1,502,502,2013,Wildland Fire,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
102,1557,9999,803,803,2013,Wildland Fire,Medium,High,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
103,44139,1,503,503,2013,Wildland Fire,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Wildland Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
104,1164,9999,802,802,2013,Wildland Fire,Medium,Medium,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
105,5771,9999,801,801,2013,Wildland Fire,Medium,Low,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
106,16842,1,1001,1001,2013,Wildland Fire,High,Low,Refresh Events,,,,"Within Wildland Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low."
107,1085,1,803,803,2013,Wildland Fire,Medium,High,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
108,303,1,802,802,2013,Wildland Fire,Medium,Medium,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
109,843,1,801,801,2013,Wildland Fire,Medium,Low,Refresh Events,dNBR,,,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints."
110,2183359,9999,11,11,2013,Wildfire,High,Unburned/Low,MTBS,,,,MTBS mapped wildfire.
111,37734,9999,15,15,2013,Wildfire,High,Increased Green,MTBS,,,,MTBS mapped wildfire.
112,177554,9999,21,21,2013,Wildfire,High,Unburned/Low,BARC,,,,BARC mapped wildfire.
113,2994718,9999,12,12,2013,Wildfire,High,Low,MTBS,,,,MTBS mapped wildfire.
114,4152565,1,12,12,2013,Wildfire,High,Low,MTBS,,,,MTBS mapped wildfire.
115,2725183,1,13,13,2013,Wildfire,High,Medium,MTBS,,,,MTBS mapped wildfire.
116,1563077,1,14,14,2013,Wildfire,High,High,MTBS,,,,MTBS mapped wildfire.
117,400195,9999,13,13,2013,Wildfire,High,Medium,MTBS,,,,MTBS mapped wildfire.
118,426905,1,11,11,2013,Wildfire,High,Unburned/Low,MTBS,,,,MTBS mapped wildfire.
119,16718,9999,16,16,2013,Wildfire,High,NA,MTBS,NA,NA,NA,MTBS mapped water body or other non-mappable land cover type located inside of a fire perimeter.
120,53413,9999,22,22,2013,Wildfire,High,Low,BARC,,,,BARC mapped wildfire.
121,118697,9999,14,14,2013,Wildfire,High,High,MTBS,,,,MTBS mapped wildfire.
122,2654,1,16,16,2013,Wildfire,High,NA,MTBS,NA,NA,NA,MTBS mapped water body or other non-mappable land cover type located inside of a fire perimeter.
123,62150,9999,212,212,2013,Wildfire,High,Low,Focal Majority,MTBS,,,MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.
124,14067,1,212,212,2013,Wildfire,High,Low,Focal Majority,MTBS,,,MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.
125,14332,9999,211,211,2013,Wildfire,High,Unburned/Low,Focal Majority,MTBS,,,MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.
126,389,1,211,211,2013,Wildfire,High,Unburned/Low,Focal Majority,MTBS,,,MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.
127,19791,9999,452,452,2013,Mastication,High,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
128,16338,9999,453,453,2013,Mastication,High,High,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.
129,682,9999,532,532,2013,Chemical,Medium,Medium,Refresh Events,MIICA,dNBR,,MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.
